name,id,name_type,class,mass,fall,year,lat,long,geolocation,countrycode,countryname,continent,sub-region,intermediate-region
Dorrigo,7720,Valid,"Iron, ungrouped",8500.0,Found,1948,-30.28333,152.66666999999995,"(-30.28333, 152.66667)",AU,Australia,Oceania,Australia and New Zealand,
Dronino,7732,Valid,"Iron, ungrouped",40000.0,Found,2000,54.746669999999995,41.42167,"(54.74667, 41.42167)",RU,Russia,Europe,Eastern Europe,
Drum Mountains,7733,Valid,"Iron, IIIAB",529000.0,Found,1944,39.5,-112.9,"(39.5, -112.9)",US,United States,Americas,Northern America,
Duchesne,7737,Valid,"Iron, IVA",22700.0,Found,1906,40.38333,-110.86667,"(40.38333, -110.86667)",US,United States,Americas,Northern America,
Duel Hill (1854),7738,Valid,"Iron, IVA",21800.0,Found,1854,35.85,-82.7,"(35.85, -82.7)",US,United States,Americas,Northern America,
Duketon,7740,Valid,"Iron, IIIAB",118300.0,Found,1948,-27.5,122.36667,"(-27.5, 122.36667)",AU,Australia,Oceania,Australia and New Zealand,
Dunganville,7748,Valid,"Iron, IIIAB",54000.0,Found,1976,-42.55,171.35,"(-42.55, 171.35)",NZ,New Zealand,Oceania,Australia and New Zealand,
El Capitan,7794,Valid,"Iron, IIIAB",27500.0,Found,1893,33.5,-105.5,"(33.5, -105.5)",US,United States,Americas,Northern America,
El Qoseir,7815,Valid,"Iron, ungrouped",2405.0,Found,1921,26.28333,34.25,"(26.28333, 34.25)",EG,Egypt,Africa,Northern Africa,
El Sampal,7817,Valid,"Iron, IIIAB",142000.0,Found,1973,-44.53333,-70.36667,"(-44.53333, -70.36667)",AR,Argentina,Americas,Latin America and the Caribbean,South America
El Simbolar,7818,Valid,Iron,40000.0,Found,1938,-30.633329999999997,-64.88333,"(-30.63333, -64.88333)",AR,Argentina,Americas,Latin America and the Caribbean,South America
El Timbu,7820,Valid,Iron,500000.0,Found,1942,-33.11667,-60.96666999999999,"(-33.11667, -60.96667)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Elephant Moraine 83230,7872,Valid,"Iron, ungrouped",530.0,Found,1983,-76.30083,157.25139,"(-76.30083, 157.25139)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 83333,7970,Valid,"Iron, IAB-sLL",188.6,Found,1983,-76.30194,157.28388999999999,"(-76.30194, 157.28389)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 84300,8039,Valid,"Iron, IAB-ung",72.2,Found,1984,-76.32,157.2575,"(-76.32, 157.2575)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 87504,8055,Valid,"Iron, IAB-ung",10.7,Found,1987,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 87505,8056,Valid,"Iron, IAB-ung",14.5,Found,1987,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 87506,8057,Valid,"Iron, IAB-ung",15.2,Found,1987,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 87516,8067,Valid,"Iron, ungrouped",36.0,Found,1987,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 92029,9431,Valid,"Iron, ungrouped",2434.2,Found,1992,-76.05086,156.00568,"(-76.05086, 156.00568)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 96009,9603,Valid,"Iron, IAB-ung",40.0,Found,1996,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Elga,10012,Valid,"Iron, IIE",28800.0,Found,1959,64.7,141.2,"(64.7, 141.2)",RU,Russia,Europe,Eastern Europe,
Ellicott,10021,Valid,"Iron, IAB-ung",15700.0,Found,1960,38.80778,-104.56944,"(38.80778, -104.56944)",US,United States,Americas,Northern America,
Ellisras,10023,Valid,Iron,2066.0,Found,1970,-23.83333,27.91667,"(-23.83333, 27.91667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Elton,10029,Valid,"Iron, ungrouped",1900.0,Found,1936,33.71667,-100.83333,"(33.71667, -100.83333)",US,United States,Americas,Northern America,
Elyria,10030,Valid,"Iron, IIIAB",10900.0,Found,1971,38.28,-97.365,"(38.28, -97.365)",US,United States,Americas,Northern America,
Emsland,10035,Valid,"Iron, ungrouped",19000.0,Found,1940,53.1,7.2,"(53.1, 7.2)",DE,Germany,Europe,Western Europe,
Enon,10037,Valid,"Iron, ungrouped",763.0,Found,1883,39.86667,-83.95,"(39.86667, -83.95)",US,United States,Americas,Northern America,
Fairburn,56565,Valid,"Iron, IAB-ung",445.0,Found,1907,43.603,-103.02600000000001,"(43.603, -103.026)",US,United States,Americas,Northern America,
Fairview,10070,Valid,"Iron, IIIAB",28800.0,Found,1986,34.10139,-102.65,"(34.10139, -102.65)",US,United States,Americas,Northern America,
Felsted,10082,Valid,"Iron, IIIAB",13500.0,Found,1977,54.990559999999995,9.49194,"(54.99056, 9.49194)",DK,Denmark,Europe,Northern Europe,
Fillmore,10093,Valid,Iron,113.0,Found,1916,49.883333,-103.6,"(49.883333, -103.6)",CA,Canada,Americas,Northern America,
Fish Canyon,10106,Valid,"Iron, IAB complex",27.3,Found,1992,31.735,-110.75333,"(31.735, -110.75333)",US,United States,Americas,Northern America,
Floydada,10114,Valid,"Iron, IIIAB",12500.0,Found,1912,33.98333,-101.28333,"(33.98333, -101.28333)",US,United States,Americas,Northern America,
Fort Pierre,10167,Valid,"Iron, IIIAB",15900.0,Found,1856,44.35,-100.38333,"(44.35, -100.38333)",US,United States,Americas,Northern America,
Fort Stockton,10168,Valid,Iron,4762.8,Found,1952,30.91667,-103.06667,"(30.91667, -103.06667)",US,United States,Americas,Northern America,
Four Corners,10172,Valid,"Iron, IAB-ung",25000.0,Found,1924,37.0,-109.05,"(37.0, -109.05)",US,United States,Americas,Northern America,
Franceville,10173,Valid,"Iron, IIIAB",18800.0,Found,1890,38.81667,-104.61667,"(38.81667, -104.61667)",US,United States,Americas,Northern America,
Frankfort (iron),10176,Valid,"Iron, IIIAB",10900.0,Found,1866,38.2,-84.83333,"(38.2, -84.83333)",US,United States,Americas,Northern America,
Fukue,10835,Valid,Iron,7.3,Found,1849,32.7,128.85,"(32.7, 128.85)",JP,Japan,Asia,Eastern Asia,
Gan Gan,10852,Valid,"Iron, IVA",83000.0,Found,1984,-42.66667,-68.08333,"(-42.66667, -68.08333)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Gibeon,10912,Valid,"Iron, IVA",26000000.0,Found,1836,-25.5,18.0,"(-25.5, 18.0)",,Namibia,Africa,Sub-Saharan Africa,
Glasgow,10927,Valid,"Iron, IIIAB",20400.0,Found,1922,37.01667,-85.91667,"(37.01667, -85.91667)",US,United States,Americas,Northern America,
Glen Rose (iron),10932,Valid,"Iron, ungrouped",11000.0,Found,1934,32.25,-97.71667,"(32.25, -97.71667)",US,United States,Americas,Northern America,
Glenormiston,10933,Valid,"Iron, ungrouped",40800.0,Found,1925,-22.9,138.71667,"(-22.9, 138.71667)",AU,Australia,Oceania,Australia and New Zealand,
Gnowangerup,10937,Valid,"Iron, IIIAB",33600.0,Found,1976,-34.0,118.1,"(-34.0, 118.1)",AU,Australia,Oceania,Australia and New Zealand,
Goose Lake,10947,Valid,"Iron, IAB-sLL",1169500.0,Found,1938,41.98,-120.54167,"(41.98, -120.54167)",US,United States,Americas,Northern America,
Grand Rapids,10955,Valid,"Iron, ungrouped",51700.0,Found,1883,42.96667,-85.76666999999998,"(42.96667, -85.76667)",US,United States,Americas,Northern America,
Grant,10957,Valid,"Iron, IIIAB",525000.0,Found,1929,35.16667,-107.88333,"(35.16667, -107.88333)",US,United States,Americas,Northern America,
Great Sand Sea 003,11183,Valid,Iron,110.0,Found,1991,26.05,25.66667,"(26.05, 25.66667)",EG,Egypt,Africa,Northern Africa,
Greenbrier County,11194,Valid,"Iron, IIIAB",5000.0,Found,1880,37.83333,-80.31667,"(37.83333, -80.31667)",US,United States,Americas,Northern America,
Griffith,11204,Valid,"Iron, ungrouped",6000.0,Found,1985,33.71667,-102.81667,"(33.71667, -102.81667)",US,United States,Americas,Northern America,
Grosvenor Mountains 85201,11210,Valid,"Iron, IIIAB",1400.7,Found,1985,-85.66667,175.0,"(-85.66667, 175.0)",AQ,Antarctica,Antarctica,Antarctica,
Grosvenor Mountains 95511,11239,Valid,"Iron, IAB-sLL",64.4,Found,1995,-85.66667,175.0,"(-85.66667, 175.0)",AQ,Antarctica,Antarctica,Antarctica,
Grosvenor Mountains 95522,11250,Valid,"Iron, IIIAB",962.5,Found,1995,-85.66667,175.0,"(-85.66667, 175.0)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 98003,11396,Valid,"Iron, IAB-ung",282.2,Found,1999,-72.82111,75.42166999999998,"(-72.82111, 75.42167)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Guadaloupe County,11430,Valid,Iron,20.5,Found,1950,29.5,-98.0,"(29.5, -98.0)",US,United States,Americas,Northern America,
Guanghua,11434,Valid,"Iron, IVA",190000.0,Found,1932,32.4,111.7,"(32.4, 111.7)",CN,China,Asia,Eastern Asia,
Guffey,11441,Valid,"Iron, ungrouped",309000.0,Found,1907,38.76667,-105.51666999999999,"(38.76667, -105.51667)",US,United States,Americas,Northern America,
Guilford County,11444,Valid,"Iron, IIIAB",1100.0,Found,1822,35.56667,-79.83333,"(35.56667, -79.83333)",US,United States,Americas,Northern America,
Guin,11445,Valid,"Iron, ungrouped",34500.0,Found,1969,33.96667,-87.91667,"(33.96667, -87.91667)",US,United States,Americas,Northern America,
Gun Creek,11451,Valid,"Iron, ungrouped",22700.0,Found,1909,34.0,-111.0,"(34.0, -111.0)",US,United States,Americas,Northern America,
Gundaring,11452,Valid,"Iron, IIIAB",112500.0,Found,1937,-33.3,117.66667,"(-33.3, 117.66667)",AU,Australia,Oceania,Australia and New Zealand,
Hagersville,11470,Valid,"Iron, IAB complex",30000.0,Found,1999,42.96667,-80.15,"(42.96667, -80.15)",CA,Canada,Americas,Northern America,
Haig,11471,Valid,"Iron, IIIAB",503000.0,Found,1951,-31.383329999999997,125.63333,"(-31.38333, 125.63333)",AU,Australia,Oceania,Australia and New Zealand,
Hammond,11813,Valid,"Iron, ungrouped",24000.0,Found,1884,44.91667,-92.43333,"(44.91667, -92.43333)",US,United States,Americas,Northern America,
Haniet-el-Beguel,11817,Valid,"Iron, IAB complex",2000.0,Found,1888,32.48333,4.4,"(32.48333, 4.4)",DZ,Algeria,Africa,Northern Africa,
Hardesty,11825,Valid,"Iron, IIIAB",8580.0,Found,1986,36.57,-101.19,"(36.57, -101.19)",US,United States,Americas,Northern America,
Harlowton,11831,Valid,"Iron, IAB-ung",4000.0,Found,1975,46.43333,-109.83333,"(46.43333, -109.83333)",US,United States,Americas,Northern America,
Harriman (Of),11840,Valid,"Iron, IVA",30000.0,Found,1947,35.95,-84.56667,"(35.95, -84.56667)",US,United States,Americas,Northern America,
Harriman (Om),11841,Valid,"Iron, IIIAB",13000.0,Found,1938,35.95,-84.56667,"(35.95, -84.56667)",US,United States,Americas,Northern America,
Hatfield,11854,Valid,"Iron, IAB complex",21.0,Found,1941,34.48333,-94.45,"(34.48333, -94.45)",US,United States,Americas,Northern America,
Hayden Creek,11864,Valid,"Iron, IIIAB",270.0,Found,1895,45.0,-114.0,"(45.0, -114.0)",US,United States,Americas,Northern America,
Henbury,11872,Valid,"Iron, IIIAB",2000000.0,Found,1931,-24.566670000000002,133.16666999999998,"(-24.56667, 133.16667)",AU,Australia,Oceania,Australia and New Zealand,
Hidden Valley,11882,Valid,"Iron, IIIAB",7000.0,Found,1991,-19.116670000000006,145.41666999999995,"(-19.11667, 145.41667)",AU,Australia,Oceania,Australia and New Zealand,
Hill City,11886,Valid,"Iron, IVA",11700.0,Found,1947,39.36667,-99.85,"(39.36667, -99.85)",US,United States,Americas,Northern America,
Holliday,11897,Valid,Iron,12.0,Found,1950,33.75,-98.83333,"(33.75, -98.83333)",US,United States,Americas,Northern America,
Hopper,11907,Valid,"Iron, IIIAB",1800.0,Found,1889,36.55,-79.78333,"(36.55, -79.78333)",US,United States,Americas,Northern America,
Horse Creek,11910,Valid,"Iron, ungrouped",570.0,Found,1937,37.58333,-102.76666999999999,"(37.58333, -102.76667)",US,United States,Americas,Northern America,
Hot Springs,11912,Valid,"Iron, IIIAB",4700.0,Found,1995,39.66667,-118.96667,"(39.66667, -118.96667)",US,United States,Americas,Northern America,
Huizopa,11985,Valid,"Iron, IVA",140000.0,Found,1907,28.9,-108.56667,"(28.9, -108.56667)",MX,Mexico,Americas,Latin America and the Caribbean,Central America
Ider,11999,Valid,"Iron, IIIAB",140000.0,Found,1957,34.68333,-85.65,"(34.68333, -85.65)",US,United States,Americas,Northern America,
Ilimaes (iron),12022,Valid,"Iron, IIIAB",51700.0,Found,1870,-26.0,-70.0,"(-26.0, -70.0)",CL,Chile,Americas,Latin America and the Caribbean,South America
Ilinskaya Stanitza,12023,Valid,"Iron, IIIAB",5621.0,Found,1915,51.23333,57.38333000000001,"(51.23333, 57.38333)",RU,Russia,Europe,Eastern Europe,
Illinois Gulch,12024,Valid,"Iron, ungrouped",2500.0,Found,1899,46.68333,-112.55,"(46.68333, -112.55)",US,United States,Americas,Northern America,
Inland Forts 83500,12035,Valid,"Iron, ungrouped",2523.0,Found,1983,-77.63333,161.0,"(-77.63333, 161.0)",AQ,Antarctica,Antarctica,Antarctica,
Iron Creek,12047,Valid,"Iron, IIIAB",175000.0,Found,1869,53.0,-112.0,"(53.0, -112.0)",CA,Canada,Americas,Northern America,
Iron River,12048,Valid,"Iron, IVA",1420.0,Found,1889,46.07944000000001,-88.55972,"(46.07944, -88.55972)",US,United States,Americas,Northern America,
Itutinga,12059,Valid,"Iron, IIIAB",3200.0,Found,1960,-21.33333,-44.66667,"(-21.33333, -44.66667)",BR,Brazil,Americas,Latin America and the Caribbean,South America
Ivanpah,12062,Valid,"Iron, IIIAB",58000.0,Found,1880,35.33333,-115.31667,"(35.33333, -115.31667)",US,United States,Americas,Northern America,
Jackson County,12066,Valid,"Iron, IIIAB",450.0,Found,1846,36.41667,-85.5,"(36.41667, -85.5)",US,United States,Americas,Northern America,
Jamestown,12071,Valid,"Iron, IVA",4000.0,Found,1885,46.61667,-98.5,"(46.61667, -98.5)",US,United States,Americas,Northern America,
Joe Wright Mountain,12174,Valid,"Iron, IIIAB",42600.0,Found,1884,35.76667,-91.5,"(35.76667, -91.5)",US,United States,Americas,Northern America,
Joel's Iron,12175,Valid,"Iron, IIIAB",1300.0,Found,1858,-24.0,-69.0,"(-24.0, -69.0)",CL,Chile,Americas,Latin America and the Caribbean,South America
Jonesboro,12201,Valid,"Iron, IVA",30.0,Found,1891,36.3,-82.46667,"(36.3, -82.46667)",US,United States,Americas,Northern America,
Juncal,12211,Valid,"Iron, IIIAB",104000.0,Found,1866,-26.0,-69.25,"(-26.0, -69.25)",CL,Chile,Americas,Latin America and the Caribbean,South America
Kalkaska,12234,Valid,"Iron, IIIAB",9399.0,Found,1947,44.64694,-85.13667,"(44.64694, -85.13667)",US,United States,Americas,Northern America,
Kapunda,12254,Valid,"Iron, IIIAB",542.0,Found,1965,-34.31667,138.93333,"(-34.31667, 138.93333)",AU,Australia,Oceania,Australia and New Zealand,
Karee Kloof,12259,Valid,"Iron, IAB-sLL",92100.0,Found,1914,-31.6,25.8,"(-31.6, 25.8)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Kendall County,12274,Valid,"Iron, IAB-ung",21000.0,Found,1887,29.4,-98.5,"(29.4, -98.5)",US,United States,Americas,Northern America,
Kenton County,12280,Valid,"Iron, IIIAB",194000.0,Found,1889,38.81667,-84.6,"(38.81667, -84.6)",US,United States,Americas,Northern America,
Kharga,12290,Valid,"Iron, IVA",1040.0,Found,2000,31.1325,25.04717,"(31.1325, 25.04717)",LY,Libya,Africa,Northern Africa,
Kifkakhsyagan,12304,Valid,"Iron, IIIAB",18800.0,Found,1972,64.4,172.7,"(64.4, 172.7)",RU,Russia,Europe,Eastern Europe,
Kingston,12318,Valid,"Iron, ungrouped",12900.0,Found,1891,32.9,-107.73333000000001,"(32.9, -107.73333)",US,United States,Americas,Northern America,
Kinsella,12320,Valid,"Iron, IIIAB",3720.0,Found,1946,53.2,-111.43333,"(53.2, -111.43333)",CA,Canada,Americas,Northern America,
Knowles,12334,Valid,"Iron, IIIAB",161000.0,Found,1903,36.9,-100.21667,"(36.9, -100.21667)",US,United States,Americas,Northern America,
Kodaikanal,12338,Valid,"Iron, IIE",15900.0,Found,1898,10.26667,77.4,"(10.26667, 77.4)",IN,India,Asia,Southern Asia,
Kokstad,12341,Valid,"Iron, IIIE",341000.0,Found,1884,-30.55,29.41667,"(-30.55, 29.41667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Kossuth,12350,Valid,"Iron, IVA",5900.0,Found,1975,40.66667,-84.35,"(40.66667, -84.35)",US,United States,Americas,Northern America,
Kouga Mountains,12352,Valid,"Iron, IIIAB",1173000.0,Found,1903,-33.61667,24.0,"(-33.61667, 24.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Krzadka,12365,Valid,Iron,2500.0,Found,1929,50.375,21.73333,"(50.375, 21.73333)",PL,Poland,Europe,Eastern Europe,
Kuga,12367,Valid,"Iron, IIIAB",5600.0,Found,1950,34.1,132.08333000000002,"(34.1, 132.08333)",JP,Japan,Asia,Eastern Asia,
Kyancutta,12386,Valid,"Iron, IIIAB",32700.0,Found,1932,-33.28333,136.0,"(-33.28333, 136.0)",AU,Australia,Oceania,Australia and New Zealand,
La Caille,12393,Valid,"Iron, ungrouped",626000.0,Found,1828,43.73333,6.78333,"(43.73333, 6.78333)",FR,France,Europe,Western Europe,
La Grange,12399,Valid,"Iron, IVA",50800.0,Found,1860,38.4,-85.36667,"(38.4, -85.36667)",US,United States,Americas,Northern America,
La Porte,12401,Valid,"Iron, IIIAB",14540.0,Found,1900,41.6,-86.71667,"(41.6, -86.71667)",US,United States,Americas,Northern America,
Lac Dodon,12409,Valid,"Iron, IAB complex",800.0,Found,1993,45.95,-73.91667,"(45.95, -73.91667)",CA,Canada,Americas,Northern America,
Laguna Manantiales,12413,Valid,Iron,92000.0,Found,1945,-48.58333,-67.41667,"(-48.58333, -67.41667)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Lancaster County,12454,Valid,Iron,13000.0,Found,1903,40.66667,-96.75,"(40.66667, -96.75)",US,United States,Americas,Northern America,
Landor,12458,Valid,Iron,9000.0,Found,1931,-25.66667,117.0,"(-25.66667, 117.0)",AU,Australia,Oceania,Australia and New Zealand,
Lanton,12463,Valid,"Iron, IIIAB",13780.0,Found,1932,36.53333,-91.8,"(36.53333, -91.8)",US,United States,Americas,Northern America,
Las Salinas,12734,Valid,"Iron, IIIAB",3515.0,Found,1905,-23.0,-69.5,"(-23.0, -69.5)",CL,Chile,Americas,Latin America and the Caribbean,South America
Lasher Creek,12735,Valid,Iron,639.5,Found,1948,42.83333,-74.5,"(42.83333, -74.5)",US,United States,Americas,Northern America,
Laurens County,12741,Valid,"Iron, ungrouped",2150.0,Found,1857,34.5,-82.03333,"(34.5, -82.03333)",US,United States,Americas,Northern America,
Lazarev,12745,Valid,"Iron, ungrouped",10000.0,Found,1961,-71.95,11.5,"(-71.95, 11.5)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Lebedinnyi,12754,Valid,Iron,410.0,Found,1925,55.95,125.4,"(55.95, 125.4)",RU,Russia,Europe,Eastern Europe,
Lefroy,12757,Valid,Iron,3.3,Found,1904,-40.73333,146.96667,"(-40.73333, 146.96667)",AU,Australia,Oceania,Australia and New Zealand,
Lenarto,12763,Valid,"Iron, IIIAB",108500.0,Found,1814,49.0,21.0,"(49.0, 21.0)",SK,Slovakia,Europe,Eastern Europe,
Leshan,12770,Valid,"Iron, IIE",344.0,Found,1964,29.6,103.7,"(29.6, 103.7)",CN,China,Asia,Eastern Asia,
Lewis Cliff 85369,12839,Valid,"Iron, ungrouped",6.3,Found,1985,-84.28137,161.37695,"(-84.28137, 161.37695)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 86211,13149,Valid,"Iron, ungrouped",163.1,Found,1986,-84.31177,161.25171,"(-84.31177, 161.25171)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 86498,13428,Valid,"Iron, ungrouped",134.2,Found,1986,-84.29822,161.29944,"(-84.29822, 161.29944)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 87109,13580,Valid,"Iron, ungrouped",0.9,Found,1987,-84.25416,161.40847,"(-84.25416, 161.40847)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 88023,13777,Valid,"Iron, ungrouped",8.0,Found,1988,-84.28333,161.08333000000005,"(-84.28333, 161.08333)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 88055,13809,Valid,"Iron, ungrouped",1.7,Found,1988,-84.24588,161.44441,"(-84.24588, 161.44441)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 88631,14368,Valid,"Iron, ungrouped",3.2,Found,1988,-84.27174000000002,161.39959,"(-84.27174, 161.39959)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 88677,14414,Valid,Iron,0.6,Found,1988,-84.27176999999998,161.41128999999995,"(-84.27177, 161.41129)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 88698,14435,Valid,Iron,0.8,Found,1988,-84.27807,161.39748,"(-84.27807, 161.39748)",AQ,Antarctica,Antarctica,Antarctica,
Liangcheng,14645,Valid,"Iron, IIIAB",200000.0,Found,1959,40.5,112.5,"(40.5, 112.5)",CN,China,Asia,Eastern Asia,
Lime Creek,14651,Valid,"Iron, IAB-ung",20000.0,Found,1834,31.55,-87.51666999999998,"(31.55, -87.51667)",US,United States,Americas,Northern America,
Livingston (Montana),14668,Valid,"Iron, IIIAB",1600.0,Found,1936,45.6,-110.58333,"(45.6, -110.58333)",US,United States,Americas,Northern America,
Livingston (Tennessee),14669,Valid,"Iron, IAB-ung",235.0,Found,1937,36.41667,-85.25,"(36.41667, -85.25)",US,United States,Americas,Northern America,
Llano River,53635,Valid,"Iron, IIIAB",4318.0,Found,1975,30.522129999999997,-99.73698,"(30.52213, -99.73698)",US,United States,Americas,Northern America,
Lonaconing,14680,Valid,"Iron, IAB-sHL",1400.0,Found,1888,39.41667,-79.15,"(39.41667, -79.15)",US,United States,Americas,Northern America,
Longtian,14696,Valid,"Iron, IIIAB",350000.0,Found,1991,27.35,108.5,"(27.35, 108.5)",CN,China,Asia,Eastern Asia,
Loreto,14705,Valid,"Iron, IIIAB",94800.0,Found,1896,26.01667,-111.36667,"(26.01667, -111.36667)",MX,Mexico,Americas,Latin America and the Caribbean,Central America
Los Reyes,14709,Valid,"Iron, IIIAB",19500.0,Found,1897,19.26667,-97.28333,"(19.26667, -97.28333)",MX,Mexico,Americas,Latin America and the Caribbean,Central America
Los Sauces,14710,Valid,Iron,997000.0,Found,1937,-29.41667,-66.85,"(-29.41667, -66.85)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Losttown,14715,Valid,"Iron, IID",3000.0,Found,1868,34.25,-84.5,"(34.25, -84.5)",US,United States,Americas,Northern America,
Lovina,45978,Valid,"Iron, ungrouped",8200.0,Found,1981,-8.65,115.21667,"(-8.65, 115.21667)",ID,Indonesia,Asia,South-eastern Asia,
Lucky Hill,14749,Valid,"Iron, IIIAB",20500.0,Found,1885,17.9,-77.63333,"(17.9, -77.63333)",JM,Jamaica,Americas,Latin America and the Caribbean,Caribbean
Luis Lopez,14751,Valid,"Iron, IIIAB",7000.0,Found,1896,34.0,-106.96667,"(34.0, -106.96667)",US,United States,Americas,Northern America,
Lujan,14752,Valid,Iron,50.0,Found,1878,-34.66667,-59.36666999999999,"(-34.66667, -59.36667)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Lusk,14761,Valid,Iron,46.0,Found,1940,42.76667,-104.35,"(42.76667, -104.35)",US,United States,Americas,Northern America,
Madoc,15381,Valid,"Iron, IIIAB",168000.0,Found,1854,44.5,-77.46667,"(44.5, -77.46667)",CA,Canada,Americas,Northern America,
Mafuta,15384,Valid,"Iron, IID",71500.0,Found,1984,-16.9025,30.407220000000002,"(-16.9025, 30.40722)",ZW,Zimbabwe,Africa,Sub-Saharan Africa,Eastern Africa
Maldyak,15396,Valid,"Iron, IIIAB",992.0,Found,1939,63.333330000000004,148.16666999999995,"(63.33333, 148.16667)",RU,Russia,Europe,Eastern Europe,
Manitouwabing,15406,Valid,"Iron, IIIAB",39000.0,Found,1962,45.44,-79.87556,"(45.44, -79.87556)",CA,Canada,Americas,Northern America,
Manlai,15407,Valid,"Iron, ungrouped",166800.0,Found,1954,44.33333,106.5,"(44.33333, 106.5)",MN,Mongolia,Asia,Eastern Asia,
Mantos Blancos,15408,Valid,"Iron, IVA",10300.0,Found,1876,-23.45,-70.11667,"(-23.45, -70.11667)",CL,Chile,Americas,Latin America and the Caribbean,South America
Mapleton,15410,Valid,"Iron, IIIAB",49000.0,Found,1939,42.18333,-95.71667,"(42.18333, -95.71667)",US,United States,Americas,Northern America,
Maria da Fé,15416,Valid,"Iron, IVA",18000.0,Found,1987,-22.3,-45.36667,"(-22.3, -45.36667)",BR,Brazil,Americas,Latin America and the Caribbean,South America
Maria Elena (1935),15417,Valid,"Iron, IVA",15500.0,Found,1935,-22.33333,-69.66667,"(-22.33333, -69.66667)",CL,Chile,Americas,Latin America and the Caribbean,South America
Marshall County,15433,Valid,"Iron, IIIAB",6800.0,Found,1860,37.0,-88.25,"(37.0, -88.25)",US,United States,Americas,Northern America,
Mart,15435,Valid,"Iron, IVA",7140.0,Found,1898,31.5,-96.88333,"(31.5, -96.88333)",US,United States,Americas,Northern America,
Maslyanino,15439,Valid,"Iron, IAB complex",26000.0,Found,1992,54.25,84.33333,"(54.25, 84.33333)",RU,Russia,Europe,Eastern Europe,
Mayerthorpe,15449,Valid,"Iron, IAB complex",12610.0,Found,1964,53.775,-115.03333,"(53.775, -115.03333)",CA,Canada,Americas,Northern America,
Mbosi,15456,Valid,"Iron, ungrouped",16000000.0,Found,1930,-9.11667,33.06667,"(-9.11667, 33.06667)",TZ,Tanzania,Africa,Sub-Saharan Africa,Eastern Africa
Merceditas,15487,Valid,"Iron, IIIAB",42900.0,Found,1884,-26.33333,-70.28333,"(-26.33333, -70.28333)",CL,Chile,Americas,Latin America and the Caribbean,South America
Mertzon,15490,Valid,"Iron, IAB-ung",3720.0,Found,1943,31.26667,-100.83333,"(31.26667, -100.83333)",US,United States,Americas,Northern America,
Mesa Verde Park,15494,Valid,"Iron, IAB-ung",3500.0,Found,1922,37.16667,-108.5,"(37.16667, -108.5)",US,United States,Americas,Northern America,
Meteorite Hills 001038,15534,Valid,"Iron, ungrouped",3.69,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 001136,15632,Valid,"Iron, IIIAB",3.21,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 00400,15635,Valid,"Iron, IIIAB",4583.8,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 00401,15636,Valid,"Iron, IIIAB",205.1,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
