name,id,name_type,class,mass,fall,year,lat,long,geolocation,countrycode,countryname,continent,sub-region,intermediate-region
Frontier Mountain 95040,10725,Valid,H5,8.4,Found,1995,-72.95267,160.5535,"(-72.95267, 160.5535)",AQ,Antarctica,Antarctica,Antarctica,
Sayh al Uhaymir 020,23212,Valid,L5,316.0,Found,1999,20.69433,57.1605,"(20.69433, 57.1605)",OM,Oman,Asia,Western Asia,
Madrid,15382,Valid,L6,400.0,Fell,1896,40.41667,-3.71667,"(40.41667, -3.71667)",ES,Spain,Europe,Southern Europe,
Queen Alexandra Range 93256,19345,Valid,L6,1.4,Found,1993,-84.59139,162.24177,"(-84.59139, 162.24177)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97947,21401,Valid,L5,51.6,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 93040,19129,Valid,L5,346.1,Found,1993,-84.59408,162.33737,"(-84.59408, 162.33737)",AQ,Antarctica,Antarctica,Antarctica,
Pecora Escarpment 91008,18299,Valid,CM2,51.7,Found,1991,-85.67782,-69.07762,"(-85.67782, -69.07762)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Asuka 881774,4483,Valid,H4,207.67,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Elephant Moraine 90932,9341,Valid,L6,23.4,Found,1990,-76.27447,156.44173,"(-76.27447, 156.44173)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 791610,26959,Valid,H5,22.61,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Allan Hills A77254,1565,Valid,L5,245.8,Found,1977,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Asuka 881363,4072,Valid,L4,105.42,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Queen Alexandra Range 97747,21203,Valid,L6,28.6,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 87515,8066,Valid,L6,588.1,Found,1987,-76.05805,156.3874,"(-76.05805, 156.3874)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 022220,46599,Valid,L6,12.01,Found,2003,-72.77833000000003,75.32083,"(-72.77833, 75.32083)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Meteorite Hills 00542,15777,Valid,L6,80.3,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Tanezrouft 087,31348,Valid,H5,320.0,Found,2003,25.7561,0.26792,"(25.7561, 0.26792)",DZ,Algeria,Africa,Northern Africa,
Phulmari,18810,Valid,Stone-uncl,4064.0,Found,1936,20.13333,75.5,"(20.13333, 75.5)",IN,India,Asia,Southern Asia,
Elephant Moraine 92031,9433,Valid,L6,1316.6,Found,1992,-76.02319,155.8876,"(-76.02319, 155.8876)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90210,8619,Valid,L6,20.5,Found,1990,-76.28583,156.4869,"(-76.28583, 156.4869)",AQ,Antarctica,Antarctica,Antarctica,
Bluff (a),5087,Valid,L5,153300.0,Found,1878,29.87861,-96.87222,"(29.87861, -96.87222)",US,United States,Americas,Northern America,
Dar al Gani 174,5722,Valid,H5,452.0,Found,1996,27.1165,16.083,"(27.1165, 16.083)",LY,Libya,Africa,Northern Africa,
Queen Alexandra Range 94245,19883,Valid,LL6,57.2,Found,1994,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Dhofar 837,7583,Valid,Ureilite,900.1,Found,2000,18.30583,54.14966999999999,"(18.30583, 54.14967)",OM,Oman,Asia,Western Asia,
Queen Alexandra Range 99774,22220,Valid,LL5,3.1,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Ragland,22372,Valid,LL3.4,12100.0,Found,1982,34.76778,-103.55,"(34.76778, -103.55)",US,United States,Americas,Northern America,
Jiddat al Harasis 354,51622,Valid,L~6,1200.8,Found,2003,19.36337,55.6354,"(19.36337, 55.6354)",OM,Oman,Asia,Western Asia,
Allan Hills 82105,481,Valid,L6,363.3,Found,1982,-77.04867,157.18333,"(-77.04867, 157.18333)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 001081,15577,Valid,H5,8.3,Found,2000,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 86288,13220,Valid,L6,10.8,Found,1986,-84.27376,161.69047,"(-84.27376, 161.69047)",AQ,Antarctica,Antarctica,Antarctica,
Shişr 026,23561,Valid,H4,396.56,Found,1998,18.12303,53.75478,"(18.12303, 53.75478)",OM,Oman,Asia,Western Asia,
LaPaz Icefield 02296,12563,Valid,L5,7.0,Found,2002,-86.36667,-70.0,"(-86.36667, -70.0)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Queen Alexandra Range 90229,19034,Valid,L5,307.6,Found,1990,-84.60353,162.19455,"(-84.60353, 162.19455)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90208,8617,Valid,L6,31.4,Found,1990,-76.28408,156.48126000000005,"(-76.28408, 156.48126)",AQ,Antarctica,Antarctica,Antarctica,
Brady,5129,Valid,L6,927.0,Found,1937,31.05,-99.46667,"(31.05, -99.46667)",US,United States,Americas,Northern America,
Ramlat as Sahmah 256,35685,Valid,L4,34.27,Found,2005,20.04738,56.4866,"(20.04738, 56.4866)",OM,Oman,Asia,Western Asia,
Elephant Moraine 96068,9662,Valid,L6,8.4,Found,1996,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Trenzano,24046,Valid,H3/4,11800.0,Fell,1856,45.46667,10.0,"(45.46667, 10.0)",IT,Italy,Europe,Southern Europe,
Grove Mountains 021516,46752,Valid,H5,88.91,Found,2003,-72.93472,75.32028000000003,"(-72.93472, 75.32028)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Grove Mountains 052889,48377,Valid,L6,1.56,Found,2006,-72.778056,75.334722,"(-72.778056, 75.334722)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Akhricha,428,Valid,H,1760.0,Found,1968,28.4625,1.025,"(28.4625, 1.025)",DZ,Algeria,Africa,Northern Africa,
Dhofar 368,7150,Valid,H6,105.3,Found,2000,19.07348,54.80533000000001,"(19.07348, 54.80533)",OM,Oman,Asia,Western Asia,
Maroo,15431,Valid,LL6,236.0,Found,1991,-25.73333,142.95,"(-25.73333, 142.95)",AU,Australia,Oceania,Australia and New Zealand,
Asuka 881546,4255,Valid,H3.7,10.44,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Governador Valadares,10950,Valid,Martian (nakhlite),158.0,Found,1958,-18.85,-41.95,"(-18.85, -41.95)",BR,Brazil,Americas,Latin America and the Caribbean,South America
Grove Mountains 051631,50288,Valid,L6,71.28,Found,2006,-72.77944000000002,75.32389,"(-72.77944, 75.32389)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Jiddat al Harasis 532,50932,Valid,L6,30.8,Found,2008,19.53378,55.17478000000001,"(19.53378, 55.17478)",OM,Oman,Asia,Western Asia,
Sayh al Uhaymir 508,51880,Valid,H6,373.9,Found,2009,21.20007,56.7355,"(21.20007, 56.7355)",OM,Oman,Asia,Western Asia,
Queen Alexandra Range 93325,19413,Valid,H6,1.4,Found,1993,-84.60555,162.12722,"(-84.60555, 162.12722)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97284,20742,Valid,LL5,23.9,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90870,9279,Valid,L6,72.4,Found,1990,-76.28485,156.50481000000005,"(-76.28485, 156.50481)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 86051,12990,Valid,H5,2.0,Found,1986,-84.2737,161.69158000000004,"(-84.2737, 161.69158)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90773,9182,Valid,L6,25.2,Found,1990,-76.2845,156.46274,"(-76.2845, 156.46274)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 790959,26308,Valid,L6,578.01,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Elephant Moraine 90180,8589,Valid,L6,14.9,Found,1990,-76.28473000000002,156.48503,"(-76.28473, 156.48503)",AQ,Antarctica,Antarctica,Antarctica,
Gold Basin,10940,Valid,L4,61000.0,Found,1995,35.875,-114.23333,"(35.875, -114.23333)",US,United States,Americas,Northern America,
Seneca,23497,Valid,H4,1900.0,Found,1936,39.83333,-96.06667,"(39.83333, -96.06667)",US,United States,Americas,Northern America,
Grove Mountains 022780,48016,Valid,H5,4.13,Found,2003,-72.775,75.330556,"(-72.775, 75.330556)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Allan Hills 84115,717,Valid,H6,194.5,Found,1984,-77.04366,157.09028,"(-77.04366, 157.09028)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 86495,30001,Valid,H4,2.57,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Lewis Cliff 86457,13387,Valid,H5,13.0,Found,1986,-84.27425,161.67671,"(-84.27425, 161.67671)",AQ,Antarctica,Antarctica,Antarctica,
Ramlat as Sahmah 418,55513,Valid,L6,28791.0,Found,2010,20.3936,56.22002,"(20.3936, 56.22002)",OM,Oman,Asia,Western Asia,
Yamato 791052,26401,Valid,H3,4.55,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Meteorite Hills 00490,15725,Valid,LL5,100.92,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Northwest Africa 1196,17147,Valid,L4/5,43.0,Found,2001,30.808000000000003,-5.85583,"(30.808, -5.85583)",MA,Morocco,Africa,Northern Africa,
Annaheim,2306,Valid,"Iron, IAB-sLL",13500.0,Found,1916,52.33333,-104.86667,"(52.33333, -104.86667)",CA,Canada,Americas,Northern America,
Grove Mountains 022634,50052,Valid,L6,1.05,Found,2003,-72.78278,75.27722,"(-72.78278, 75.27722)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Elephant Moraine 87727,8277,Valid,L6,28.5,Found,1987,-76.28222,156.4532,"(-76.28222, 156.4532)",AQ,Antarctica,Antarctica,Antarctica,
Frontier Mountain 90190,10580,Valid,H5,3.93,Found,1990,-72.95555999999998,160.44775,"(-72.95556, 160.44775)",AQ,Antarctica,Antarctica,Antarctica,
Frontier Mountain 90059,10457,Valid,H5,30.4,Found,1990,-72.95416999999998,160.52512,"(-72.95417, 160.52512)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 790347,25696,Valid,H6,6.88,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Yamato 86046,29552,Valid,L6,26.32,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Dhofar 052,6751,Valid,L6,108.0,Found,1999,19.15633,54.82417,"(19.15633, 54.82417)",OM,Oman,Asia,Western Asia,
Grove Mountains 022157,46863,Valid,L6,15.36,Found,2003,-72.77889,75.31361,"(-72.77889, 75.31361)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Dar al Gani 720,6267,Valid,H6,58.0,Found,1999,26.98333,16.383329999999994,"(26.98333, 16.38333)",LY,Libya,Africa,Northern Africa,
Fife,30563,Valid,H5,8600.0,Found,2003,31.38972,-99.40583,"(31.38972, -99.40583)",US,United States,Americas,Northern America,
Allan Hills 84258,860,Valid,L5,2.6,Found,1984,-76.9061,156.8297,"(-76.9061, 156.8297)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 86106,13045,Valid,H5,5.8,Found,1986,-84.24971,161.38443,"(-84.24971, 161.38443)",AQ,Antarctica,Antarctica,Antarctica,
Thurman,23980,Valid,OC,1959.0,Found,1965,39.52167,-103.16667,"(39.52167, -103.16667)",US,United States,Americas,Northern America,
Yamato 86363,29869,Valid,H4,5.71,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Meteorite Hills 001042,15538,Valid,H6,25.1,Found,2000,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Dhofar 538,7299,Valid,L5,230.0,Found,2002,19.33833,54.605,"(19.33833, 54.605)",OM,Oman,Asia,Western Asia,
Grove Mountains 023047,50121,Valid,H6,0.64,Found,2003,-72.77333,75.325,"(-72.77333, 75.325)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Allan Hills A78134,1749,Valid,H4,458.3,Found,1978,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Alaer 002,49714,Valid,LL5,1.1,Found,2007,40.33333,81.25,"(40.33333, 81.25)",CN,China,Asia,Eastern Asia,
Yamato 793230,28579,Valid,H4,86.99,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Elephant Moraine 96334,9924,Valid,H6,5.6,Found,1996,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Kirbyville,12321,Valid,Eucrite-mmict,97.7,Fell,1906,30.75,-95.95,"(30.75, -95.95)",US,United States,Americas,Northern America,
Queen Alexandra Range 93467,19555,Valid,L5,79.8,Found,1993,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Frontier Mountain 84010,10372,Valid,H3,6.8,Found,1984,-72.95488,160.47328000000005,"(-72.95488, 160.47328)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 001059,15555,Valid,H6,26.4,Found,2000,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Ocotillo,17980,Valid,"Iron, IAB-MG",28570.0,Found,1990,32.83333,-116.06667,"(32.83333, -116.06667)",US,United States,Americas,Northern America,
Queen Alexandra Range 971022,20531,Valid,LL5,37.4,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Kayakent,12268,Valid,"Iron, IIIAB",85000.0,Fell,1961,39.26333,31.78,"(39.26333, 31.78)",TR,Turkey,Asia,Western Asia,
Grove Mountains 021707,47846,Valid,H5,0.99,Found,2003,-72.773611,75.322222,"(-72.773611, 75.322222)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Ramlat as Sahmah 246,35678,Valid,H5,2841.0,Found,2005,20.8393,56.41533,"(20.8393, 56.41533)",OM,Oman,Asia,Western Asia,
Dhofar 1509,53798,Valid,H~4,48.7,Found,2009,18.62372,54.28791999999999,"(18.62372, 54.28792)",OM,Oman,Asia,Western Asia,
Elephant Moraine 90321,8730,Valid,L6,50.1,Found,1990,-76.27135,156.45265,"(-76.27135, 156.45265)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 791732,27081,Valid,H4,25.52,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Allan Hills A77153,1465,Valid,H5,12.0,Found,1977,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
El Blida 002,7792,Valid,H6,286.0,Found,1998,29.91667,-5.41667,"(29.91667, -5.41667)",MA,Morocco,Africa,Northern Africa,
Dar al Gani 200,5748,Valid,H5-6,429.0,Found,1996,27.0715,16.090999999999998,"(27.0715, 16.091)",LY,Libya,Africa,Northern Africa,
Queen Alexandra Range 97478,20934,Valid,H6,83.5,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Sayh al Uhaymir 423,35712,Valid,H6,8507.7,Found,2005,21.01332,57.09173000000001,"(21.01332, 57.09173)",OM,Oman,Asia,Western Asia,
Jamestown,12071,Valid,"Iron, IVA",4000.0,Found,1885,46.61667,-98.5,"(46.61667, -98.5)",US,United States,Americas,Northern America,
Djoumine,7657,Valid,H5-6,10000.0,Fell,1999,36.95,9.55,"(36.95, 9.55)",TN,Tunisia,Africa,Northern Africa,
Asuka 881902,4611,Valid,Acapulcoite,907.87,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Ramlat as Sahmah 356,55447,Valid,L5,39.13,Found,2010,20.42145,55.563,"(20.42145, 55.563)",OM,Oman,Asia,Western Asia,
Holman Island,11899,Valid,LL,552.0,Found,1951,70.73333000000002,-117.75,"(70.73333, -117.75)",CA,Canada,Americas,Northern America,
Asuka 881348,4057,Valid,L3.8,68.33,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Dar al Gani 155,5703,Valid,H5,1380.0,Found,1996,27.15617,16.029,"(27.15617, 16.029)",LY,Libya,Africa,Northern Africa,
Yamato 790517,25866,Valid,"Iron, ungrouped",189.58,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Dar al Gani 686,6233,Valid,H6,184.0,Found,1999,27.01667,16.41667,"(27.01667, 16.41667)",LY,Libya,Africa,Northern Africa,
Yamato 86695,30201,Valid,CM2,59.59,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Kerilis,12282,Valid,H5,5000.0,Fell,1874,48.4,-3.3,"(48.4, -3.3)",FR,France,Europe,Western Europe,
Wessely,24244,Valid,H5,3750.0,Fell,1831,48.95,17.383329999999994,"(48.95, 17.38333)",CZ,Czech Republic,Europe,Eastern Europe,
Queen Alexandra Range 94214,19856,Valid,L6,772.8,Found,1994,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 99443,21889,Valid,CM2,8.7,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90160,8569,Valid,L6,21.3,Found,1990,-76.28279,156.49686,"(-76.28279, 156.49686)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 050210,46429,Valid,H4,12.61,Found,2006,-72.98194000000002,75.27639,"(-72.98194, 75.27639)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Lewis Cliff 86504,13434,Valid,H6,7.6,Found,1986,-84.24642,161.38596,"(-84.24642, 161.38596)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90581,8990,Valid,L6,18.4,Found,1990,-76.28218000000003,156.47658,"(-76.28218, 156.47658)",AQ,Antarctica,Antarctica,Antarctica,
Frontier Mountain 10041,54806,Valid,H6,0.4,Found,2011,-72.95235,160.48365,"(-72.95235, 160.48365)",AQ,Antarctica,Antarctica,Antarctica,
LaPaz Icefield 02271,12538,Valid,LL5,9.17,Found,2002,-86.36667,-70.0,"(-86.36667, -70.0)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Laughlin,53492,Valid,H5,10.0,Found,2008,35.16867,-114.455,"(35.16867, -114.455)",US,United States,Americas,Northern America,
Allan Hills 88106,1150,Valid,H4,7.22,Found,1988,-76.71667,159.33333000000005,"(-76.71667, 159.33333)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 86777,30283,Valid,L6,80.48,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Yamato 82090,29284,Valid,CM2,3.31,Found,1982,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Queen Alexandra Range 97276,20734,Valid,LL5,9.3,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Allan Hills A79033,1907,Valid,L6,280.8,Found,1979,-76.69917,159.35778,"(-76.69917, 159.35778)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97066,20473,Valid,LL5,34.7,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Sayh al Uhaymir 239,23412,Valid,L4,2094.8,Found,2003,20.55683,56.8474,"(20.55683, 56.8474)",OM,Oman,Asia,Western Asia,
Elephant Moraine 87860,8410,Valid,CK5/6,32.8,Found,1987,-76.28245,156.48865,"(-76.28245, 156.48865)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97959,21413,Valid,LL5,34.8,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 021621,47827,Valid,H5,1.2,Found,2003,-72.783333,75.281944,"(-72.783333, 75.281944)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Allan Hills 85115,981,Valid,L6,21.9,Found,1985,-76.90892,156.52293999999995,"(-76.90892, 156.52294)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 86051,29557,Valid,H4,889.29,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Daraj 002,6541,Valid,L4,4000.0,Found,1986,29.865,11.69167,"(29.865, 11.69167)",LY,Libya,Africa,Northern Africa,
Meteorite Hills 01071,16304,Valid,CM2,4.5,Found,2001,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 96148,9740,Valid,L6,0.7,Found,1996,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 090647,57384,Valid,L5,312.39,Found,2010,-72.77886,75.31447,"(-72.77886, 75.31447)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Dar al Gani 034,5550,Valid,L6,406.0,Found,1995,27.08267,16.137829999999994,"(27.08267, 16.13783)",LY,Libya,Africa,Northern Africa,
United Arab Emirates 018,51041,Valid,H5,540.0,Found,2009,22.79506,55.20775,"(22.79506, 55.20775)",OM,Oman,Asia,Western Asia,
Indian Valley,12029,Valid,"Iron, IIAB",14100.0,Found,1887,36.93333,-80.5,"(36.93333, -80.5)",US,United States,Americas,Northern America,
Grove Mountains 022152,47914,Valid,L6,6.24,Found,2003,-72.778889,75.313611,"(-72.778889, 75.313611)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Frontier Mountain 03038,30596,Valid,L3,3.15,Found,2003,-72.95161,160.51372,"(-72.95161, 160.51372)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 86372,29878,Valid,H4,5.89,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Yamato 86143,29649,Valid,H4,2.52,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Tauti,23888,Valid,L6,21000.0,Fell,1937,46.71667,23.5,"(46.71667, 23.5)",RO,Romania,Europe,Eastern Europe,
Elephant Moraine 92003,9405,Valid,Eucrite-br,66.4,Found,1992,-76.05436,156.25816,"(-76.05436, 156.25816)",AQ,Antarctica,Antarctica,Antarctica,
Grosvenor Mountains 95596,11324,Valid,LL3.8,12.69,Found,1995,-85.66667,175.0,"(-85.66667, 175.0)",AQ,Antarctica,Antarctica,Antarctica,
MacAlpine Hills 88192,15356,Valid,H5,41.3,Found,1988,-84.21667,160.5,"(-84.21667, 160.5)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 88278,14029,Valid,L6,3.1,Found,1988,-84.28415,161.34579,"(-84.28415, 161.34579)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 790239,25588,Valid,H6,7.69,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
LaPaz Icefield 02204,12471,Valid,L5,1313.7,Found,2002,-86.36667,-70.0,"(-86.36667, -70.0)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Ramlat as Sahmah 226,35658,Valid,L6,632.4,Found,2003,20.5625,56.08371999999999,"(20.5625, 56.08372)",OM,Oman,Asia,Western Asia,
Yamato 791991,27340,Valid,H4,68.74,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Meteorite Hills 00411,15646,Valid,"Iron, IIIAB",3.2,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 792533,27882,Valid,H5,46.13,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Luponnas,14757,Valid,H3-5,14000.0,Fell,1753,46.21667,5.0,"(46.21667, 5.0)",FR,France,Europe,Western Europe,
Dhofar 094,6793,Valid,L5,4395.0,Found,1999,18.665,54.56667,"(18.665, 54.56667)",OM,Oman,Asia,Western Asia,
Oesede,17988,Valid,H5,1400.0,Fell,1927,52.28333,8.05,"(52.28333, 8.05)",DE,Germany,Europe,Western Europe,
Lewis Cliff 86378,13309,Valid,LL6,3.6,Found,1986,-84.2529,161.40305,"(-84.2529, 161.40305)",AQ,Antarctica,Antarctica,Antarctica,
Jiddat al Harasis 383,51650,Valid,H~5,374.8,Found,2003,19.28232,55.78092,"(19.28232, 55.78092)",OM,Oman,Asia,Western Asia,
Grove Mountains 054653,47002,Valid,L5,3.45,Found,2006,-72.99889,75.18722,"(-72.99889, 75.18722)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
San Juan 035,52376,Valid,H5,10.3,Found,2009,-25.439667,-69.87983299999999,"(-25.439667, -69.879833)",CL,Chile,Americas,Latin America and the Caribbean,South America
Queen Alexandra Range 93539,19627,Valid,H5,16.7,Found,1993,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 050008,48140,Valid,L4,1.82,Found,2006,-72.99583299999998,75.185278,"(-72.995833, 75.185278)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Frontier Mountain 01031,10214,Valid,H3-6,9.0,Found,2001,-72.99,160.40389,"(-72.99, 160.40389)",AQ,Antarctica,Antarctica,Antarctica,
Sleeper Camp 004,23630,Valid,LL4,115.0,Found,1991,-30.36667000000001,126.18333,"(-30.36667, 126.18333)",AU,Australia,Oceania,Australia and New Zealand,
Lewis Cliff 93851,14573,Valid,LL5,4.9,Found,1993,-84.23543000000002,161.43983,"(-84.23543, 161.43983)",AQ,Antarctica,Antarctica,Antarctica,
Mount Dooling,16771,Valid,"Iron, IC",734000.0,Found,1909,-29.45,119.71667,"(-29.45, 119.71667)",AU,Australia,Oceania,Australia and New Zealand,
Grove Mountains 053080,50497,Valid,L5,29.27,Found,2006,-72.77917,75.31555999999998,"(-72.77917, 75.31556)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Yamato 792997,28346,Valid,E3,2.44,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
