name,id,name_type,class,mass,fall,year,lat,long,geolocation,countrycode,countryname,continent,sub-region,intermediate-region
Allan Hills 88014,1058,Valid,H5,84.1,Found,1988,-76.73142,158.72211,"(-76.73142, 158.72211)",AQ,Antarctica,Antarctica,Antarctica,
Ballinger,4930,Valid,"Iron, IAB-MG",1250.0,Found,1927,31.76667,-99.98333,"(31.76667, -99.98333)",US,United States,Americas,Northern America,
Boriskino,5112,Valid,CM2,1342.0,Fell,1930,54.23333,52.48333,"(54.23333, 52.48333)",RU,Russia,Europe,Eastern Europe,
Yamato 791388,26737,Valid,LL4,3.55,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Queen Alexandra Range 94263,19900,Valid,H5,27.7,Found,1994,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 86393,29899,Valid,H4,3.36,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
El Médano 055,55710,Valid,H6,34.3,Found,2011,-24.85,-70.53333,"(-24.85, -70.53333)",CL,Chile,Americas,Latin America and the Caribbean,South America
Queen Alexandra Range 94426,20059,Valid,L5,18.8,Found,1994,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 001106,15602,Valid,LL4,45.7,Found,2000,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 794083,29037,Valid,CM2,8.18,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Kybo 001,12387,Valid,LL5,2492.7,Found,1984,-31.18333,126.41667,"(-31.18333, 126.41667)",AU,Australia,Oceania,Australia and New Zealand,
Northwest Africa 470,17738,Valid,CH3,62.9,Found,1999,31.98333,-4.18667,"(31.98333, -4.18667)",MA,Morocco,Africa,Northern Africa,
Jiddat al Harasis 442,48593,Valid,L4,287.487,Found,2007,19.60557,56.42851999999999,"(19.60557, 56.42852)",OM,Oman,Asia,Western Asia,
Elephant Moraine 90676,9085,Valid,L6,14.7,Found,1990,-76.26769,156.44561000000004,"(-76.26769, 156.44561)",AQ,Antarctica,Antarctica,Antarctica,
Meteorite Hills 00850,16084,Valid,LL6,31.8,Found,2000,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Yucca 017,57159,Valid,H5,200.0,Found,2011,34.81923,-114.27735,"(34.81923, -114.27735)",US,United States,Americas,Northern America,
Lewis Cliff 88502,14246,Valid,L6,3.2,Found,1988,-84.24618000000002,161.42644,"(-84.24618, 161.42644)",AQ,Antarctica,Antarctica,Antarctica,
Pecora Escarpment 91249,18540,Valid,L6,16.2,Found,1991,-85.67026,-68.7155,"(-85.67026, -68.7155)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Yamato 791709,27058,Valid,L4,174.32,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Yamato 792977,28326,Valid,E3,2.16,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Grove Mountains 020137,46697,Valid,L3,8.75,Found,2003,-72.98056,75.25833,"(-72.98056, 75.25833)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Pecora Escarpment 91450,18741,Valid,L6,19.3,Found,1991,-85.66861,-68.06133,"(-85.66861, -68.06133)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Meteorite Hills 00664,15898,Valid,L4,16.67,Found,2000,-79.68333,155.75,"(-79.68333, 155.75)",AQ,Antarctica,Antarctica,Antarctica,
Dar al Gani 158,5706,Valid,H6,70.0,Found,1996,27.108,16.070999999999998,"(27.108, 16.071)",LY,Libya,Africa,Northern Africa,
Elephant Moraine 96161,9753,Valid,L6,2.3,Found,1996,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 94416,20049,Valid,L5,91.1,Found,1994,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97047,20454,Valid,H5,183.7,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 93124,19213,Valid,H5,69.7,Found,1993,-84.5721,162.24799,"(-84.5721, 162.24799)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90365,8774,Valid,L6,16.0,Found,1990,-76.2731,156.42689,"(-76.2731, 156.42689)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 96348,9938,Valid,H6,86.9,Found,1996,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 024009,48123,Valid,L5,0.85,Found,2003,-72.983611,75.252222,"(-72.983611, 75.252222)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Lewis Cliff 88462,14206,Valid,L3.7,8.1,Found,1988,-84.25012,161.38838,"(-84.25012, 161.38838)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 86182,29688,Valid,H4,0.3,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Queen Alexandra Range 97707,21163,Valid,LL5,6.9,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 020221,49728,Valid,H4,28.8,Found,2003,-72.9925,75.20639,"(-72.9925, 75.20639)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Grove Mountains 021529,49826,Valid,L5,3.08,Found,2003,-72.9642,75.2392,"(-72.9642, 75.2392)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Yamato 791385,26734,Valid,H4,13.63,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Queen Alexandra Range 93608,19695,Valid,L5,34.4,Found,1993,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 790522,25871,Valid,LL4,468.5,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Wisconsin Range 91613,24303,Valid,H5,66.2,Found,1991,-86.12661999999996,-123.38614,"(-86.12662, -123.38614)",CL,Chile,Americas,Latin America and the Caribbean,South America
Jiddat al Harasis 307,44715,Valid,L5,220.3,Found,2005,19.89152,56.32853000000001,"(19.89152, 56.32853)",OM,Oman,Asia,Western Asia,
Queen Alexandra Range 94570,20201,Valid,L4-an,57.2,Found,1994,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Sacramento Wash 004,34068,Valid,H5,28.6,Found,2004,34.75078,-114.22717,"(34.75078, -114.22717)",US,United States,Americas,Northern America,
Northwest Africa 2251,30911,Valid,Howardite,17.0,Found,2001,27.96667,-7.95,"(27.96667, -7.95)",DZ,Algeria,Africa,Northern Africa,
Sayh al Uhaymir 151,23343,Valid,L4/5,87.9,Found,2002,21.03722,57.29019,"(21.03722, 57.29019)",OM,Oman,Asia,Western Asia,
Al Huqf 064,48536,Valid,H4,12834.0,Found,2002,19.40412,57.27497,"(19.40412, 57.27497)",OM,Oman,Asia,Western Asia,
Queen Alexandra Range 99260,21711,Valid,LL5,4.6,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Asuka 881425,4134,Valid,H5,13.37,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Dhofar 231,7015,Valid,H4,1780.0,Found,2001,18.79167,54.57666999999999,"(18.79167, 54.57667)",OM,Oman,Asia,Western Asia,
Asuka 881080,3789,Valid,H3.7,229.36,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Patuxent Range 91506,18125,Valid,L6,250.5,Found,1991,-84.71981,-62.46436,"(-84.71981, -62.46436)",AR,Argentina,Americas,Latin America and the Caribbean,South America
MacAlpine Hills 87304,15247,Valid,L6,1433.0,Found,1987,-84.21667,160.5,"(-84.21667, 160.5)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 793104,28453,Valid,E3,0.44,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Allan Hills 83072,592,Valid,H5,1.6,Found,1983,-76.8128,158.11533,"(-76.8128, 158.11533)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 793352,28701,Valid,H4,7.4,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Queen Alexandra Range 93739,19824,Valid,L5,45.2,Found,1993,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 790446,25795,Valid,L6/7,713.0,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Yamato 74340,24718,Valid,H5,1.21,Found,1974,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Sayh al Uhaymir 471,48636,Valid,L4-6,2081.8,Found,2002,20.51132,57.29286999999999,"(20.51132, 57.29287)",OM,Oman,Asia,Western Asia,
Lewis Cliff 93854,14576,Valid,H5,31.1,Found,1993,-84.27394,161.68329,"(-84.27394, 161.68329)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 92042,9444,Valid,CR2,103.7,Found,1992,-76.0652,156.00931,"(-76.0652, 156.00931)",AQ,Antarctica,Antarctica,Antarctica,
Dhofar 1674,56164,Valid,Martian (shergottite),49.2,Found,2010,18.317,54.202,"(18.317, 54.202)",OM,Oman,Asia,Western Asia,
Asuka 881266,3975,Valid,L6,156.38,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Yamato 790990,26339,Valid,L5,59.85,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Garnett,10862,Valid,H4,4788.0,Found,1938,38.26667,-95.25,"(38.26667, -95.25)",US,United States,Americas,Northern America,
Grove Mountains 022276,47940,Valid,L6,2.09,Found,2003,-72.77833299999998,75.313889,"(-72.778333, 75.313889)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Lewis Cliff 85412,12881,Valid,H6,70.9,Found,1985,-84.2887,161.34915,"(-84.2887, 161.34915)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97042,20449,Valid,LL5,214.8,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Sayh al Uhaymir 307,34056,Valid,L~6,1.2,Found,2004,21.00295,57.32738000000001,"(21.00295, 57.32738)",OM,Oman,Asia,Western Asia,
Queen Alexandra Range 93335,19423,Valid,H5,4.8,Found,1993,-84.57335,162.50008,"(-84.57335, 162.50008)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97916,21370,Valid,LL5,18.0,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Lewis Cliff 88123,13876,Valid,L6,3.8,Found,1988,-84.25256,161.36577,"(-84.25256, 161.36577)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 024131,48127,Valid,L5,1.58,Found,2003,-72.98472199999998,75.25666700000002,"(-72.984722, 75.256667)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Lewis Cliff 88026,13780,Valid,H5,9.0,Found,1988,-84.25076999999997,161.40198999999996,"(-84.25077, 161.40199)",AQ,Antarctica,Antarctica,Antarctica,
El Médano 130,56695,Valid,L6,43.6,Found,2011,-24.85,-70.53333,"(-24.85, -70.53333)",CL,Chile,Americas,Latin America and the Caribbean,South America
Hobbs,11891,Valid,H4,2300.0,Found,1933,32.73333,-103.1,"(32.73333, -103.1)",US,United States,Americas,Northern America,
Allan Hills 88057,1101,Valid,H5,16.6,Found,1988,-76.69458,159.28725,"(-76.69458, 159.28725)",AQ,Antarctica,Antarctica,Antarctica,
Ramlat as Sahmah 380,55466,Valid,H5,457.8,Found,2010,20.58797,56.12263000000001,"(20.58797, 56.12263)",OM,Oman,Asia,Western Asia,
Lewis Cliff 86016,12956,Valid,L6,525.0,Found,1986,-84.28473000000002,161.5859,"(-84.28473, 161.5859)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 790079,25428,Valid,H4,5.3,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Grove Mountains 053362,50520,Valid,H5,1.76,Found,2006,-72.77944000000002,75.29861,"(-72.77944, 75.29861)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Yamato 74334,24712,Valid,H5,1.06,Found,1974,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Hammadah al Hamra 311,11794,Valid,H5/6,168.0,Found,2000,29.2355,13.44517,"(29.2355, 13.44517)",LY,Libya,Africa,Northern Africa,
Asuka 881621,4330,Valid,L3.9,58.3,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Asuka 87012,2369,Valid,H5,20.75,Found,1987,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Grove Mountains 021694,49859,Valid,H4,1.0,Found,2003,-72.77360999999998,75.34444,"(-72.77361, 75.34444)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Grove Mountains 022451,46905,Valid,H6,18.53,Found,2003,-72.77306,75.33944,"(-72.77306, 75.33944)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Lost Draw,14713,Valid,OC,309.0,Found,1980,33.28944,-102.54306,"(33.28944, -102.54306)",US,United States,Americas,Northern America,
Grove Mountains 052243,48287,Valid,L6,438.0,Found,2006,-72.783056,75.300278,"(-72.783056, 75.300278)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Yamato 792528,27877,Valid,H4,55.49,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Elephant Moraine 87702,8252,Valid,L6,43.7,Found,1987,-76.28296999999998,156.45865,"(-76.28297, 156.45865)",AQ,Antarctica,Antarctica,Antarctica,
Dar al Gani 230,5778,Valid,CO3,438.0,Found,1997,27.15283,15.96267,"(27.15283, 15.96267)",LY,Libya,Africa,Northern Africa,
Pecora Escarpment 82501,18264,Valid,Eucrite-unbr,54.4,Found,1982,-85.65764,-68.6496,"(-85.65764, -68.6496)",AR,Argentina,Americas,Latin America and the Caribbean,South America
LaPaz Icefield 02371,12638,Valid,LL5,213.2,Found,2002,-86.36667,-70.0,"(-86.36667, -70.0)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Noventa Vicentina,17930,Valid,H4,177.0,Fell,1971,45.29167,11.52722,"(45.29167, 11.52722)",IT,Italy,Europe,Southern Europe,
Queen Alexandra Range 99502,21948,Valid,LL5,21.8,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 93153,19242,Valid,L5,11.6,Found,1993,-84.57581,162.56671,"(-84.57581, 162.56671)",AQ,Antarctica,Antarctica,Antarctica,
Reckling Peak A80244,22513,Valid,H5,14.2,Found,1980,-76.2173,158.40175,"(-76.2173, 158.40175)",AQ,Antarctica,Antarctica,Antarctica,
Mount Magnet,16780,Valid,"Iron, IAB-sHH",16600.0,Found,1916,-28.16667,118.5,"(-28.16667, 118.5)",AU,Australia,Oceania,Australia and New Zealand,
Hammadah al Hamra 330,30718,Valid,L6,209.0,Found,2003,28.46847,12.89732,"(28.46847, 12.89732)",LY,Libya,Africa,Northern Africa,
Yamato 81049,29110,Valid,L6,2748.0,Found,1981,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Erakot,10042,Valid,CM2,113.0,Fell,1940,19.03333,81.89166999999998,"(19.03333, 81.89167)",IN,India,Asia,Southern Asia,
Elephant Moraine 90808,9217,Valid,L6,5.2,Found,1990,-76.28631,156.43429,"(-76.28631, 156.43429)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 82124,29318,Valid,L6,3.88,Found,1982,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Mardan,15414,Valid,H5,4500.0,Fell,1948,34.23333,72.08333,"(34.23333, 72.08333)",PK,Pakistan,Asia,Southern Asia,
Frontier Mountain 90045,10443,Valid,L4,21.8,Found,1990,-72.95623,160.43854,"(-72.95623, 160.43854)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 020810,49800,Valid,L6,1.28,Found,2003,-72.9833,75.2494,"(-72.9833, 75.2494)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Rooikop 003,22654,Valid,L4/5,902.0,Found,1991,-23.08333,14.715,"(-23.08333, 14.715)",,Namibia,Africa,Sub-Saharan Africa,
Ramlat al Wahibah 031,45902,Valid,H4,195.35,Found,2006,21.27327,58.39645,"(21.27327, 58.39645)",OM,Oman,Asia,Western Asia,
Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840,36.26667,-85.98333000000002,"(36.26667, -85.98333)",US,United States,Americas,Northern America,
Tanezrouft 045,23846,Valid,H4,472.0,Found,1992,25.53722,0.13722,"(25.53722, 0.13722)",DZ,Algeria,Africa,Northern Africa,
Queen Alexandra Range 99496,21942,Valid,L6,2.0,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Näs,16919,Valid,LL6,375.0,Found,1907,59.18333000000001,12.21667,"(59.18333, 12.21667)",SE,Sweden,Europe,Northern Europe,
Asuka 87019,2376,Valid,H4,28.71,Found,1987,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Dhofar 390,7172,Valid,L5/6,54.0,Found,2001,19.13353,54.80995,"(19.13353, 54.80995)",OM,Oman,Asia,Western Asia,
Elephant Moraine 90480,8889,Valid,L6,66.8,Found,1990,-76.27696999999998,156.42678,"(-76.27697, 156.42678)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90339,8748,Valid,L6,2.9,Found,1990,-76.26635999999998,156.46013,"(-76.26636, 156.46013)",AQ,Antarctica,Antarctica,Antarctica,
Pecora Escarpment 91473,18764,Valid,H5,21.3,Found,1991,-85.66443000000002,-68.32525,"(-85.66443, -68.32525)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Asuka 880970,3679,Valid,H4,16.69,Found,1988,-72.0,26.0,"(-72.0, 26.0)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Dar al Gani 999,6539,Valid,Ureilite-pmict,2106.0,Found,2000,27.02583,16.36583,"(27.02583, 16.36583)",LY,Libya,Africa,Northern Africa,
Acfer 141,150,Valid,H5,58.0,Found,1990,27.58333,3.85,"(27.58333, 3.85)",DZ,Algeria,Africa,Northern Africa,
Lewis Cliff 88483,14227,Valid,L4,3.8,Found,1988,-84.24831,161.42963999999995,"(-84.24831, 161.42964)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 86352,29858,Valid,H4,4.85,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Chajari,5316,Valid,L5,18300.0,Fell,1933,-30.78333,-58.05,"(-30.78333, -58.05)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Yamato 790263,25612,Valid,L6,16.37,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Lewis Cliff 86098,13037,Valid,L4,52.8,Found,1986,-84.26009,161.35212,"(-84.26009, 161.35212)",AQ,Antarctica,Antarctica,Antarctica,
Pecora Escarpment 91457,18748,Valid,H5,6.1,Found,1991,-85.67642,-69.03719,"(-85.67642, -69.03719)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Elephant Moraine 90610,9019,Valid,L6,1450.8,Found,1990,-76.18333,157.16666999999995,"(-76.18333, 157.16667)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 794023,28977,Valid,H4,25.82,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Elephant Moraine 90990,9399,Valid,H5,16.1,Found,1990,-76.27802,156.47659,"(-76.27802, 156.47659)",AQ,Antarctica,Antarctica,Antarctica,
Allan Hills 95101,1279,Valid,L6,12.2,Found,1995,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 99856,22300,Valid,LL5,2.8,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Grove Mountains 022822,50078,Valid,L5,0.98,Found,2003,-72.77360999999998,75.33694,"(-72.77361, 75.33694)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Queen Alexandra Range 97860,21314,Valid,LL5,27.4,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Allan Hills A81178,2138,Valid,H5,29.9,Found,1981,-76.68916999999998,159.38361,"(-76.68917, 159.38361)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 93142,19231,Valid,H5,29.8,Found,1993,-84.57585,162.56734,"(-84.57585, 162.56734)",AQ,Antarctica,Antarctica,Antarctica,
Dhofar 068,6767,Valid,L6,250.0,Found,1999,19.19467,54.58133,"(19.19467, 54.58133)",OM,Oman,Asia,Western Asia,
Allan Hills 84060,662,Valid,H5,338.9,Found,1984,-76.89371,156.98032,"(-76.89371, 156.98032)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97500,20956,Valid,LL5,2.9,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Dhofar 1051,6856,Valid,L4/5,38.0,Found,2000,18.90902,54.61618000000001,"(18.90902, 54.61618)",OM,Oman,Asia,Western Asia,
Yamato 81078,29139,Valid,L4,3.4,Found,1981,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Dhofar 1687,56193,Valid,L6,394.6,Found,2011,18.0901,54.08788000000001,"(18.0901, 54.08788)",OM,Oman,Asia,Western Asia,
Grove Mountains 022061,49938,Valid,L5,0.56,Found,2003,-72.77861,75.31528,"(-72.77861, 75.31528)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Lewis Cliff 97210,14623,Valid,L6,288.5,Found,1997,-84.26666999999998,161.5,"(-84.26667, 161.5)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 793419,28768,Valid,H4,1.01,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Yamato 792799,28148,Valid,LL6,4.67,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Pecora Escarpment 91155,18446,Valid,H5,4.8,Found,1991,-85.6762,-69.03281,"(-85.6762, -69.03281)",AR,Argentina,Americas,Latin America and the Caribbean,South America
Lewis Cliff 88737,14474,Valid,L6,10.2,Found,1988,-84.28506,161.37982,"(-84.28506, 161.37982)",AQ,Antarctica,Antarctica,Antarctica,
Shalim 003,23516,Valid,H5,10350.0,Found,2001,18.18233,55.50183000000001,"(18.18233, 55.50183)",OM,Oman,Asia,Western Asia,
Yamato 793191,28540,Valid,H4,393.94,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Meteorite Hills 01263,16495,Valid,H6,11.3,Found,2001,-79.68333,159.75,"(-79.68333, 159.75)",AQ,Antarctica,Antarctica,Antarctica,
Elephant Moraine 90947,9356,Valid,L6,5.6,Found,1990,-76.27457,156.43029,"(-76.27457, 156.43029)",AQ,Antarctica,Antarctica,Antarctica,
Dhofar 039,6738,Valid,H6,111.0,Found,1999,19.115,54.82366999999999,"(19.115, 54.82367)",OM,Oman,Asia,Western Asia,
Queen Alexandra Range 99020,21472,Valid,H5,355.4,Found,1999,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 86261,29767,Valid,H4,0.88,Found,1986,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Ramlat as Sahmah 424,55561,Valid,L6,80.0,Found,2011,20.31322,56.48333,"(20.31322, 56.48333)",OM,Oman,Asia,Western Asia,
Sayh al Uhaymir 310,34537,Valid,L6,94.0,Found,2001,21.2,57.1,"(21.2, 57.1)",OM,Oman,Asia,Western Asia,
Dar al Gani 642,6189,Valid,L6,265.0,Found,1998,26.88533,16.579,"(26.88533, 16.579)",LY,Libya,Africa,Northern Africa,
Kakowa,12231,Valid,L6,577.0,Fell,1858,45.13333,21.66667,"(45.13333, 21.66667)",RO,Romania,Europe,Eastern Europe,
Yamato 792572,27921,Valid,H4/5,6.1,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Allan Hills A81317,2275,Valid,H6,0.4,Found,1981,-76.69360999999998,159.39416,"(-76.69361, 159.39416)",AQ,Antarctica,Antarctica,Antarctica,
Queen Alexandra Range 97535,20991,Valid,LL5,2.1,Found,1997,-84.0,168.0,"(-84.0, 168.0)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 790297,25646,Valid,H4,2.96,Found,1979,-71.5,35.66667,"(-71.5, 35.66667)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Grove Mountains 022280,49972,Valid,L6,6.38,Found,2003,-72.77833000000003,75.31389,"(-72.77833, 75.31389)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Grove Mountains 021919,47881,Valid,H5,0.56,Found,2003,-72.7775,75.33416700000002,"(-72.7775, 75.334167)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Allan Hills A78169,1782,Valid,H6,22.2,Found,1978,-76.71667,159.66666999999995,"(-76.71667, 159.66667)",AQ,Antarctica,Antarctica,Antarctica,
Yamato 74038,24416,Valid,H5,208.9,Found,1974,-71.825,36.24028,"(-71.825, 36.24028)",ZA,South Africa,Africa,Sub-Saharan Africa,Southern Africa
Grove Mountains 051727,48223,Valid,L6,2.25,Found,2006,-72.77833299999998,75.333333,"(-72.778333, 75.333333)",TF,French Southern Territories,Africa,Sub-Saharan Africa,Eastern Africa
Lucerne Valley 015,14739,Valid,LL6,12.5,Found,1998,34.5095,-116.95583,"(34.5095, -116.95583)",US,United States,Americas,Northern America,
Dhofar 208,6992,Valid,H3.9,12.0,Found,2000,18.80167,54.29,"(18.80167, 54.29)",OM,Oman,Asia,Western Asia,
Sayh al Uhaymir 132,23324,Valid,H5,12.34,Found,2001,21.06831,57.31564,"(21.06831, 57.31564)",OM,Oman,Asia,Western Asia,
